Hearing Date,Hearing Time,Scheduled Hearing Location,Ticket Number,Respondent Last Name,Balance Due,Charge #1: Code Section,Hearing Status,Hearing Result,Violation Date,Violation Time,Issuing Agency,Respondent First Name,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
12/01/2015,08:30:00,MANHATTAN,0880714441,ALLEN PLAZA ASSOCIATION,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00493,7501,16,PRINCE STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,666,BROADWAY,NEW YORK,10012,NEW YORK,,12/07/2015,$1000.00,20151201Y,02/05/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2016,09:30:00,MANHATTAN,0880714533,860 CORTDLANDT HOLDINGS INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BRONX,02407,0001,860,COURTLANDT AVENUE,,BRONX,10451,NEW YORK,BRONX,860-866,COURTLANDT AVENUE,BRONX,10451,NEW YORK,MANHATTAN,03/04/2016,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2016,09:30:00,MANHATTAN,0880714488,RICE BOWL REALTY CORP,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,MANHATTAN,00164,0009,52,MULBERRY STREET,,NEW YORK,10013,NEW YORK,MANHATTAN,48,MULBERRY STREET,NEW YORK,10013,NEW YORK,,03/07/2016,$1000.00,20151201Y,,,$1030.00,$1030.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2015,08:30:00,MANHATTAN,0880717348,712 FIFTH AVENUE L P,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01271,0038,712,5 AVENUE,,NEW YORK,10019,NEW YORK,MANHATTAN,1633,BROADWAY,NEW YORK,10019,NEW YORK,MANHATTAN,12/07/2015,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2016,12:30:00,MANHATTAN,0880703450,BLACK SLATE F 2013 LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,MANHATTAN,00853,0001,5,MADISON AVENUE,,NEW YORK,10010,NEW YORK,NOT NYC,,2550 M STREET,WASHINGTON,20037,DIST COLUMBIA,MANHATTAN,03/08/2016,$1000.00,20151102N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2016,08:30:00,MANHATTAN,0880703982,HP WEST 117 HOUSING DEVELOP RE,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,MANHATTAN,01600,7503,23,WEST 116 STREET,,NEW YORK,10026,NEW YORK,MANHATTAN,23,WEST 116 STREET,NEW YORK,10026,NEW YORK,MANHATTAN,02/09/2016,$1000.00,20151102N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2015,08:30:00,BRONX,0880717732,JEWISH HOME LIFECARE,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BRONX,,,100,WEST KINGSBRIDGE ROAD,,BRONX,10468,NEW YORK,BRONX,100,WEST KINGSBRIDGE ROAD,BRONX,10468,NEW YORK,BRONX,12/10/2015,$1000.00,20151208Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2015,10:00:00,QUEENS,0880715157,ABE ROSENTHAL,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,10587,0049,211-14,HILLSIDE AVENUE,,QUEENS VILLAGE,11427,NEW YORK,QUEENS,211-14,HILLSIDE AVENUE,QUEENS VILLAGE,11427,NEW YORK,QUEENS,12/15/2015,$1000.00,20151119N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2015,08:30:00,BROOKLYN,0880718383,FIRST CONGREGATION ANSHE SFARD,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,05617,0038,4502,14 AVENUE,,BROOKLYN,11219,NEW YORK,BROOKLYN,4502,14 AVENUE,BROOKLYN,11219,NEW YORK,BROOKLYN,12/22/2015,$1000.00,20151208Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2015,08:30:00,STATEN IS,0880704550,STATEN ISALND UNVERSITY HOSPIT,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,STATEN IS,03355,0032,475,SEAVIEW AVENUE,,STATEN ISLAND,10305,NEW YORK,STATEN IS,475,SEAVIEW AVENUE,STATEN ISLAND,10305,NEW YORK,STATEN IS,12/17/2015,$1000.00,20151125Y,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2015,09:00:00,QUEENS,0880704469,5225 LLC,$-1000.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,QUEENS,04148,0065,16-16,I 678,,WHITESTONE,11357,NEW YORK,NOT NYC,902,CLINT MOORE RD,BOCA RATON,33487,FLORIDA,QUEENS,12/10/2015,$1000.00,20151102N,,,$1000.00,$2000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2015,08:30:00,MANHATTAN,0880711893,109 COMMERCIAL CONDO,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/15/2015,13:17:00,COOLING TOWERS - DOHMH,,MANHATTAN,00197,7501,109,LAFAYETTE STREET,,NEW YORK,10013,NEW YORK,MANHATTAN,217,THOMPSON STREET,NEW YORK,10012,NEW YORK,MANHATTAN,12/22/2015,$1000.00,20151116N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,08:30:00,MANHATTAN,0880717650,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01789,7501,200,EAST 125 STREET,,NEW YORK,10035,NEW YORK,MANHATTAN,2293,3 AVENUE,NEW YORK,10035,NEW YORK,MANHATTAN,02/02/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,08:30:00,MANHATTAN,0880717530,77 BLEECKER ST CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00532,0020,77,BLEECKER STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,440,9 AVENUE,NEW YORK,10001,NEW YORK,MANHATTAN,02/02/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2016,09:00:00,BROOKLYN,0880704294,375 MYRTLE AVENUE LLC 375 MY,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,BROOKLYN,02045,7501,379,MYRTLE AVENUE,,BROOKLYN,11205,NEW YORK,MANHATTAN,767,3 AVENUE,NEW YORK,10017,NEW YORK,BROOKLYN,02/25/2016,$1000.00,20151104N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2015,10:30:00,MANHATTAN,0880698510,FLAGSHIP 660 OWNER LLC,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,09/21/2015,13:34:00,COOLING TOWERS - DOHMH,,MANHATTAN,01375,7502,660,MADISON AVENUE,,NEW YORK,10065,NEW YORK,MANHATTAN,275,MADISON AVENUE,NEW YORK,10016,NEW YORK,,10/26/2015,$1000.00,20151021N,12/28/2015,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2015,10:30:00,MANHATTAN,0880698529,FLAGSHIP 660 OWNER LLC,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,09/21/2015,13:34:00,COOLING TOWERS - DOHMH,,MANHATTAN,01375,7502,660,MADISON AVENUE,,NEW YORK,10065,NEW YORK,MANHATTAN,275,MADISON AVENUE,NEW YORK,10016,NEW YORK,,10/26/2015,$1000.00,20151021N,12/28/2015,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2015,08:30:00,MANHATTAN,0880711242,259 WEST 10TH LLC,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/15/2015,13:17:00,COOLING TOWERS - DOHMH,,MANHATTAN,00631,0030,259,WEST 10 STREET,,NEW YORK,10014,NEW YORK,MANHATTAN,600,LEXINGTON AVENUE,NEW YORK,10022,NEW YORK,MANHATTAN,12/28/2015,$1000.00,20151116N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2016,09:30:00,BRONX,0880714515,ST ANSELMS CHURCH,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BRONX,02654,0001,685,TINTON AVENUE,,BRONX,10455,NEW YORK,BRONX,685,TINTON AVENUE,BRONX,10455,NEW YORK,BRONX,02/23/2016,$1000.00,20151201Y,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2015,10:00:00,BROOKLYN,0880712169,QASED KADER ABDEL,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/15/2015,13:17:00,COOLING TOWERS - DOHMH,,BROOKLYN,00411,0003,239,BOND STREET,,BROOKLYN,11217,NEW YORK,STATEN IS,347,CLIFTON AVENUE,STATEN ISLAND,10305,NEW YORK,BROOKLYN,12/30/2015,$1000.00,20151118N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/17/2016,09:30:00,MANHATTAN,0880716944,MILAN CONDOMINIUM,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,,,300,EAST 55 STREET,,NEW YORK,10022,NEW YORK,MANHATTAN,300,EAST 55 STREET,NEW YORK,10022,NEW YORK,MANHATTAN,02/26/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2016,09:30:00,BRONX,0880714542,RIVERBAY CORPORATION,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BRONX,05141,0500,99,DREISER LOOP,,BRONX,10475,NEW YORK,BRONX,2049,BARTOW AVENUE,BRONX,10475,NEW YORK,BRONX,04/06/2016,$1000.00,20151201Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016,09:30:00,QUEENS,0880718530,ROCHDALE VILLAGE INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,,,163-15,BAISLEY BOULEVARD,,JAMAICA,11434,NEW YORK,QUEENS,13435,166 PLACE,JAMAICA,11434,NEW YORK,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2016,09:30:00,QUEENS,0880718567,ROCHDALE VILLAGE INC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,QUEENS,,,163-15,BAISLEY BOULEVARD,,JAMAICA,11434,NEW YORK,QUEENS,13435,166 PLACE,JAMAICA,11434,NEW YORK,QUEENS,04/12/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2016,10:30:00,QUEENS,0880715148,FRANHILL REALTY LLC,$0.00,NYCHC 3.05,PAID IN FULL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,10533,0001,202-15,HILLSIDE AVENUE,,HOLLIS,11423,NEW YORK,QUEENS,118-21,QUEENS BOULEVARD,FOREST HILLS,11375,NEW YORK,QUEENS,01/15/2016,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2016,10:30:00,BROOKLYN,0880714845,SUNSET LG REALTY LLC,$0.00,NYCHC 3.05,ACCEPTED FOR APPEAL,IN VIOLATION,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,06094,0001,699,92 STREET,,BROOKLYN,11228,NEW YORK,BROOKLYN,699,92 STREET,BROOKLYN,11228,NEW YORK,BROOKLYN,01/13/2016,$1000.00,20151119N,,,$1000.00,$1000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2016,09:30:00,MANHATTAN,0880709262,HAYWOOD TOWERS ASSCOCIATES LP,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/13/2015,16:03:00,COOLING TOWERS - DOHMH,,MANHATTAN,01221,0001,621,AMSTERDAM AVENUE,,NEW YORK,10024,NEW YORK,MANHATTAN,60,EAST 42 STREET,NEW YORK,10017,NEW YORK,,03/14/2016,$1000.00,20151125Y,05/13/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2016,08:30:00,MANHATTAN,0880717100,77 BLEECKER ST CORP,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00532,0020,77,BLEECKER STREET,,NEW YORK,10012,NEW YORK,MANHATTAN,440,9 AVENUE,NEW YORK,10001,NEW YORK,MANHATTAN,02/02/2016,$1000.00,20151123N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2016,08:30:00,MANHATTAN,0880703946,OWNER AGENT,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,MANHATTAN,00699,7502,540,WEST 28 STREET,,NEW YORK,10001,NEW YORK,MANHATTAN,540,WEST 28 STREET,NEW YORK,10001,NEW YORK,MANHATTAN,02/09/2016,$1000.00,20151102N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2016,08:30:00,BROOKLYN,0880718310,ACP BK I LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,01720,0001,475,MARCY AVENUE,,BROOKLYN,11206,NEW YORK,BROOKLYN,630,FLUSHING AVENUE,BROOKLYN,11206,NEW YORK,BROOKLYN,02/10/2016,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2016,08:30:00,BROOKLYN,0880718338,ACP BK I LLC,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BROOKLYN,01720,0001,475,MARCY AVENUE,,BROOKLYN,11206,NEW YORK,BROOKLYN,630,FLUSHING AVENUE,BROOKLYN,11206,NEW YORK,BROOKLYN,02/10/2016,$1000.00,20151125N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2016,09:00:00,MANHATTAN,0880718017,ETHICAL CULTURE FIELDSTON SCHO,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,BRONX,05781,0992,3901,FIELDSTON ROAD,,BRONX,10471,NEW YORK,BRONX,3901,FIELDSTON ROAD,BRONX,10471,NEW YORK,MANHATTAN,02/16/2016,$1000.00,20151208Y,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/30/2016,10:00:00,BROOKLYN,0880704321,WATERTON RESIDENTIAL NEW YORK,$0.00,NYCHC 3.05,HEARING COMPLETED,DISMISSED,09/30/2015,15:31:00,COOLING TOWERS - DOHMH,,BROOKLYN,00165,7501,236,LIVINGSTON STREET,,BROOKLYN,11201,NEW YORK,BROOKLYN,225,SCHERMERHORN STREET,BROOKLYN,11201,NEW YORK,BROOKLYN,03/30/2016,$1000.00,20151104N,,,$0.00,$0.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715029,JACKSON HURST PARTNERS LLC,$0.00,NYCHC 3.05,PAID IN FULL,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,01475,0027,37-60,88 STREET,,JACKSON HEIGHTS,11372,NEW YORK,QUEENS,25311,80 AVENUE,GLEN OAKS,11004,NEW YORK,,11/24/2015,$1000.00,20151119N,,,$2000.00,$2000.00,$0.00,All Terms Met,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,08:30:00,BROOKLYN,0880714790,DUMBO LOFTS RENTAL LLC-C O TWO,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,BROOKLYN,00051,0012,65,CADMAN PLAZA EAST,,BROOKLYN,11201,NEW YORK,BROOKLYN,45,MAIN STREET,BROOKLYN,11201,NEW YORK,,11/24/2015,$1000.00,20151119N,01/25/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2015,10:30:00,QUEENS,0880715000,82-01 37TH STORE LLC-SCHWARTZ,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/19/2015,12:18:00,COOLING TOWERS - DOHMH,,QUEENS,01281,0038,81-01,37 AVENUE,,JACKSON HEIGHTS,11372,NEW YORK,NOT NYC,60,CROSSWAYS PARK DRIVE WE,WOODBURY,11797,NEW YORK,,11/24/2015,$1000.00,20151119N,01/25/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,08:30:00,MANHATTAN,0880717375,THE LITERARY SOC OF ST CATHERI,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,01463,0005,410,EAST 69 STREET,,NEW YORK,10021,NEW YORK,MANHATTAN,411,EAST 68 STREET,NEW YORK,10065,NEW YORK,,11/30/2015,$1000.00,20151123N,01/29/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,08:30:00,MANHATTAN,0880717402,156 WEST 106TH STREET HOLDING,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,,,111,WEST 105 STREET,,NEW YORK,10025,NEW YORK,MANHATTAN,111,WEST 105 STREET,NEW YORK,10025,NEW YORK,,11/30/2015,$1000.00,20151123N,01/29/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2015,08:30:00,MANHATTAN,0880717622,270 GREENWICH STREET ASSOCIATE,$2000.00,NYCHC 3.05,DEFAULTED,DEFAULTED,10/21/2015,16:35:00,COOLING TOWERS - DOHMH,,MANHATTAN,00142,7501,89,MURRAY STREET,,NEW YORK,10007,NEW YORK,MANHATTAN,1325,AVENUE OF THE AMERIC,NEW YORK,10019,NEW YORK,,11/30/2015,$1000.00,20151123N,01/29/2016,,$2000.00,$0.00,$0.00,Penalty Due,,AH3K,"FAILING TO COMPLY WITH DEPT, BOARD OF HEALTH, OR COMMISSIONER'S ORDER",$1000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
