,Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount,BBL
288,037000391R,09/21/2015,03:15:00,DEPT. OF BUILDINGS,45 MAIN ASSOCIATES LLC,,$0.00,3,00037,0001,35,MAIN STREET,,BROOKLYN,11201.0,NEW YORK,BROOKLYN,45,MAIN STREET,BROOKLYN,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000370001
289,037000392Z,09/21/2015,12:46:00,DEPT. OF BUILDINGS,45 MAIN ASSOCIATES LLC,,$0.00,3,00037,0001,100,WATER STREET,,BKLYN,11201.0,NEW YORK,BROOKLYN,45,MAIN STREET,BKLYN,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000370001
290,037000446P,09/21/2015,02:10:00,DEPT. OF BUILDINGS,CHARLES SCATURRO SONS,,$0.00,4,08853,0105,84-39,JAMAICA AVENUE,,QNS,11421.0,NEW YORK,QUEENS,258-01,HILLSIDE AVENUE,FLORAL PARK,11004.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088530105
291,037000451J,09/21/2015,07:50:00,DEPT. OF BUILDINGS,WATERBRIDGE COURT SQUARE HOLDI,GS,$0.00,4,00079,0030,25-01,JACKSON AVENUE,,QNS,11101.0,NEW YORK,QUEENS,25-01,JACKSON AVENUE,QNS,11101.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000790030
292,037000057L,09/21/2015,10:45:00,DEPT. OF BUILDINGS,452 FIFTH OWNERS LLC,,$0.00,1,00841,0031,11,WEST 39 STREET,,NY,10018.0,NEW YORK,NOT NYC,,POBOX 2021,WARREN,48090.0,MICHIGAN,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY:COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008410031
293,037000428L,09/21/2015,04:45:00,DEPT. OF BUILDINGS,OWNER OF 253 4 AVENUE,,$0.00,3,00961,7502,253,4 AVENUE,,BKLYN,11215.0,NEW YORK,BROOKLYN,255,4 AVENUE,BKLYN,11215.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/07/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3009617502
294,037000450H,09/21/2015,11:05:00,DEPT. OF BUILDINGS,JFK HOTEL PARTNERS LLC,,$0.00,4,12099,0030,144-02,135 AVENUE,,QN,11436.0,NEW YORK,NOT NYC,420,GREAT NECK RD,GREAT NECK,11021.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/07/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120990030
295,037000055H,09/21/2015,05:20:00,DEPT. OF BUILDINGS,6 WEST LLC,,$0.00,1,00833,0049,6,WEST 32 STREET,,MH,10001.0,NEW YORK,MANHATTAN,15,WEST 39 STREET,NY,10018.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/08/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008330049
296,037000039H,09/21/2015,10:15:00,DEPT. OF BUILDINGS,MEGAN KIAN,,$0.00,1,00738,7503,333,WEST 14 STREET,,MANHATTAN,10014.0,NEW YORK,MANHATTAN,333,WEST 14 STREET,NEW YORK,10014.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,FAILURE TO REGISTER COOLING TOWER; REMEDY: COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007387503
297,037000231H,09/21/2015,10:00:00,DEPT. OF BUILDINGS,DIOC ARMENIAN CHURCH,,$0.00,1,00940,0001,622,2 AVENUE,,MANHATTAN,10016.0,NEW YORK,MANHATTAN,630,2 AVENUE,NEW YORK,10016.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009400001
298,037000248Y,09/21/2015,09:15:00,DEPT. OF BUILDINGS,PARC VENDONE CONDOMINIUM,,$0.00,1,01047,7501,340,WEST 57 STREET,,MANHATTAN,10019.0,NEW YORK,MANHATTAN,4,PARK AVENUE,NEW YORK,10016.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010477501
299,037000255M,09/21/2015,10:25:00,DEPT. OF BUILDINGS,EAST MIDTOWN PLAZA,,$0.00,1,00929,0001,311,EAST 23 STREET,,MAN,10010.0,NEW YORK,MANHATTAN,401,1 AVENUE,NEW YORK,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009290001
300,037000277N,09/21/2015,08:30:00,DEPT. OF BUILDINGS,OWNER OF 413 EAST 68 ST,,$0.00,1,01463,7501,413,EAST 68 STREET,,MANHATTAN,10065.0,NEW YORK,MANHATTAN,411,EAST 68 STREET,NEW YORK,10065.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014637501
301,037000376Z,09/21/2015,11:44:00,DEPT. OF BUILDINGS,BNOS ZION OF BOBOV INC,,$0.00,3,05649,0038,5000,14 AVENUE,,BROOKLYN,11219.0,NEW YORK,BROOKLYN,5000,14 AVENUE,BROOKLYN,11219.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056490038
302,037000056J,09/21/2015,04:45:00,DEPT. OF BUILDINGS,KSNY ENTERPRISES LTD,,$0.00,1,00839,0024,29,WEST 37 STREET,,NY,10018.0,NEW YORK,MANHATTAN,65,WEST 36 STREET,NY,10018.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY:COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008390024
303,037000223H,09/21/2015,06:10:00,DEPT. OF BUILDINGS,THE FRICK COLLECTION,,$0.00,1,01385,0001,895,5 AVENUE,,MANHATTAN,10021.0,NEW YORK,MANHATTAN,1,EAST 70 STREET,NEW YORK,10021.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013850001
304,037000327M,09/21/2015,01:55:00,DEPT. OF BUILDINGS,KING MELROSE LLC,,$0.00,2,02328,0017,561A,MELROSE AVENUE,,BX,10455.0,NEW YORK,BROOKLYN,510,FULTON STREET,BK,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023280017
305,037000350K,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,3,00284,0017,98,ATLANTIC AVENUE,,BKLYN,11201.0,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002840017
306,037000352Y,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,3,00284,0017,104,ATLANTIC AVENUE,,BKLYN,11201.0,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002840017
307,037000353X,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,3,00284,0017,106,ATLANTIC AVENUE,,BKLYN,11201.0,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3002840017
308,037000401L,09/21/2015,01:20:00,DEPT. OF BUILDINGS,DUMBO LOFTS RENTAL LLC,,$0.00,3,00051,0001,45,YORK STREET,,BKLYN,11201.0,NEW YORK,BROOKLYN,45,MAIN STREET,BKLYN,11201.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000510001
309,037000416Y,09/21/2015,01:10:00,DEPT. OF BUILDINGS,STARRETT CITY INC,,$0.00,3,04452,0001,20,VANDALIA AVENUE,,BKLYN,11239.0,NEW YORK,BROOKLYN,1260,CROTON LOOP,BKLYN,11239.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044520001
310,037000448Z,09/21/2015,11:45:00,DEPT. OF BUILDINGS,KINGSTON PLACE REALTY CO. LLC,,$0.00,4,09844,0110,87-50,KINGSTON PLACE,,QN,11432.0,NEW YORK,MANHATTAN,1,PENN PLAZA,NY,10001.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/19/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098440110
311,037000476X,09/21/2015,01:35:00,DEPT. OF BUILDINGS,DORMITORY AUTH,042,$0.00,4,06517,0001,64-36,KISSENA BOULEVARD,,QN,11367.0,NEW YORK,QUEENS,63-30,KISSENA BOULEVARD,FLUSHING,11367.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4065170001
312,037000013J,09/21/2015,11:05:00,DEPT. OF BUILDINGS,TSUBG TSIN ASSOC. INC.,,$0.00,1,00281,0006,16,EAST BROADWAY,,NY,10002.0,NEW YORK,MANHATTAN,16,EAST BROADWAY,NY,10002.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/21/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002810006
313,037000137L,09/21/2015,04:45:00,DEPT. OF BUILDINGS,SP EAST 65 LLC,,$0.00,1,01439,0030,1189,1 AVENUE,,MH,10065.0,NEW YORK,MANHATTAN,888,7 AVENUE,NEW YORK,10019.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014390030
314,037000011X,09/21/2015,07:30:00,DEPT. OF BUILDINGS,ROYAL ELIZABETH CONDOMINIUM,,$0.00,1,00239,7501,66,ELIZABETH STREET,,NY,10013.0,NEW YORK,MANHATTAN,7,CHATHAM SQUARE,NY,10038.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002397501
315,037000176Y,09/21/2015,05:20:00,DEPT. OF BUILDINGS,OWNER OF 313 9 AVENUE,,$0.00,1,00726,0001,313,9 AVENUE,,MANHATTAN,10001.0,NEW YORK,MANHATTAN,314,10 AVENUE,NEW YORK,10001.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,FAILURE TO REGISTER COOLING TOWER; REMEDY: COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007260001
316,037000321L,09/21/2015,08:05:00,DEPT. OF BUILDINGS,PARKCHESTER NORTH CONDOMINIUM,,$0.00,2,03944,7501,1511,METROPOLITAN AVENUE,,BX,10462.0,NEW YORK,BRONX,1970,EAST TREMONT AVENUE,BX,10462.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039447501
317,037000343M,09/21/2015,02:00:00,DEPT. OF BUILDINGS,DORMITORY CUNY,042,$0.00,3,00128,0026,55,JOHNSON STREET,,BKLYN,11201.0,NEW YORK,NOT NYC,161,DELAWARE AVENUE,DELMAR,12054.0,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/25/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3001280026
318,037000058N,09/21/2015,12:25:00,DEPT. OF BUILDINGS,300 PARK AVE SO,,$0.00,1,00851,0035,286,PARK AVENUE SOUTH,,NY,10010.0,NEW YORK,MANHATTAN,15,EAST 26 STREET,NY,10010.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/28/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008510035
319,037000062X,09/21/2015,08:40:00,DEPT. OF BUILDINGS,185 MADISON AVE,,$0.00,1,00864,0025,185,MADISON AVENUE,,MAN,10016.0,NEW YORK,MANHATTAN,185,MADISON AVENUE,NEW YORK,10016.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/29/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008640025
320,037000121R,09/21/2015,03:50:00,DEPT. OF BUILDINGS,811 5TH AVE CORPORATION,,$0.00,1,01377,0001,811,5 AVENUE,,MH,10065.0,NEW YORK,MANHATTAN,415,MADISON AVENUE,NEW YORK,10017.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,10/30/2015,10:30:00,MANHATTAN,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013770001
321,037000111N,09/21/2015,03:10:00,DEPT. OF BUILDINGS,BEVARD OWNERS CORP,,$0.00,1,01328,0021,239,EAST 54 STREET,,MANHATTAN,10022.0,NEW YORK,MANHATTAN,201,EAST 42 STREET,NEW YORK,10017.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013280021
322,037000291J,09/21/2015,08:23:00,DEPT. OF BUILDINGS,OWNER OF 3 HUBERT STREET,,$0.00,1,00214,7503,3,HUBERT STREET,,NY,10013.0,NEW YORK,MANHATTAN,7,HUBERT STREET,NY,10013.0,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/02/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002147503
323,037000186H,09/21/2015,10:20:00,DEPT. OF BUILDINGS,PARK AVENUE 35 STCORP,,$0.00,1,00890,0001,5,PARK AVENUE,,MANHATTAN,10016.0,NEW YORK,MANHATTAN,420,LEXINGTON AVENUE,NEW YORK,10017.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/04/2015,10:30:00,MANHATTAN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008900001
324,037000188L,09/21/2015,08:15:00,DEPT. OF BUILDINGS,PARK AVE 35ST CORP,,$0.00,1,00890,0001,107,EAST 34 STREET,,MAN,10016.0,NEW YORK,MANHATTAN,420,LEXINGTON AVENUE,NEW YORK,10017.0,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/04/2015,10:30:00,MANHATTAN,11/04/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008900001
325,037000373N,09/21/2015,12:02:00,DEPT. OF BUILDINGS,BOBOWER YESHIVA BNEI ZION,,$0.00,3,05442,0065,1531,48 STREET,,BROOKLYN,11219.0,NEW YORK,BROOKLYN,4206,15 AVENUE,BROOKLYN,11219.0,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054420065
