Ticket Number,Violation Date,Violation Time,Issuing Agency,Respondent Last Name,Respondent First Name,Balance Due,Violation Location (Borough),Violation Location (Block No.),Violation Location (Lot No.),Violation Location (House #),Violation Location (Street Name),Violation Location (Floor),Violation Location (City),Violation Location (Zip Code),Violation Location (State Name),Respondent Address (Borough),Respondent Address (House #),Respondent Address (Street Name),Respondent Address (City),Respondent Address (Zip Code),Respondent Address (State Name),Hearing Status,Hearing Result,Scheduled Hearing Location,Hearing Date,Hearing Time,Decision Location (Borough),Decision Date,Total Violation Amount,Violation Details,Date Judgment Docketed,Respondent Address or Facility Number(For FDNY and DOB Tickets),Penalty Imposed,Paid Amount,Additional Penalties or Late Fees,Compliance Status,Violation Description,Charge #1: Code,Charge #1: Code Section,Charge #1: Code Description,Charge #1: Infraction Amount,Charge #2: Code,Charge #2: Code Section,Charge #2: Code Description,Charge #2: Infraction Amount,Charge #3: Code,Charge #3: Code Section,Charge #3: Code Description,Charge #3: Infraction Amount,Charge #4: Code,Charge #4: Code Section,Charge #4: Code Description,Charge #4: Infraction Amount,Charge #5: Code,Charge #5: Code Section,Charge #5: Code Description,Charge #5: Infraction Amount,Charge #6: Code,Charge #6: Code Section,Charge #6: Code Description,Charge #6: Infraction Amount,Charge #7: Code,Charge #7: Code Section,Charge #7: Code Description,Charge #7: Infraction Amount,Charge #8: Code,Charge #8: Code Section,Charge #8: Code Description,Charge #8: Infraction Amount,Charge #9: Code,Charge #9: Code Section,Charge #9: Code Description,Charge #9: Infraction Amount,Charge #10: Code,Charge #10: Code Section,Charge #10: Code Description,Charge #10: Infraction Amount
037000055H,09/21/2015,05:20:00,DEPT. OF BUILDINGS,6 WEST LLC,,$0.00,MANHATTAN,00833,0049,6,WEST 32 STREET,,MH,10001,NEW YORK,MANHATTAN,15,WEST 39 STREET,NY,10018,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/08/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000039H,09/21/2015,10:15:00,DEPT. OF BUILDINGS,MEGAN KIAN,,$0.00,MANHATTAN,00738,7503,333,WEST 14 STREET,,MANHATTAN,10014,NEW YORK,MANHATTAN,333,WEST 14 STREET,NEW YORK,10014,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,FAILURE TO REGISTER COOLING TOWER; REMEDY: COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000231H,09/21/2015,10:00:00,DEPT. OF BUILDINGS,DIOC ARMENIAN CHURCH,,$0.00,MANHATTAN,00940,0001,622,2 AVENUE,,MANHATTAN,10016,NEW YORK,MANHATTAN,630,2 AVENUE,NEW YORK,10016,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000248Y,09/21/2015,09:15:00,DEPT. OF BUILDINGS,PARC VENDONE CONDOMINIUM,,$0.00,MANHATTAN,01047,7501,340,WEST 57 STREET,,MANHATTAN,10019,NEW YORK,MANHATTAN,4,PARK AVENUE,NEW YORK,10016,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000255M,09/21/2015,10:25:00,DEPT. OF BUILDINGS,EAST MIDTOWN PLAZA,,$0.00,MANHATTAN,00929,0001,311,EAST 23 STREET,,MAN,10010,NEW YORK,MANHATTAN,401,1 AVENUE,NEW YORK,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000277N,09/21/2015,08:30:00,DEPT. OF BUILDINGS,OWNER OF 413 EAST 68 ST,,$0.00,MANHATTAN,01463,7501,413,EAST 68 STREET,,MANHATTAN,10065,NEW YORK,MANHATTAN,411,EAST 68 STREET,NEW YORK,10065,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000376Z,09/21/2015,11:44:00,DEPT. OF BUILDINGS,BNOS ZION OF BOBOV INC,,$0.00,BROOKLYN,05649,0038,5000,14 AVENUE,,BROOKLYN,11219,NEW YORK,BROOKLYN,5000,14 AVENUE,BROOKLYN,11219,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/15/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000056J,09/21/2015,04:45:00,DEPT. OF BUILDINGS,KSNY ENTERPRISES LTD,,$0.00,MANHATTAN,00839,0024,29,WEST 37 STREET,,NY,10018,NEW YORK,MANHATTAN,65,WEST 36 STREET,NY,10018,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY:COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000223H,09/21/2015,06:10:00,DEPT. OF BUILDINGS,THE FRICK COLLECTION,,$0.00,MANHATTAN,01385,0001,895,5 AVENUE,,MANHATTAN,10021,NEW YORK,MANHATTAN,1,EAST 70 STREET,NEW YORK,10021,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000327M,09/21/2015,01:55:00,DEPT. OF BUILDINGS,KING MELROSE LLC,,$0.00,BRONX,02328,0017,561A,MELROSE AVENUE,,BX,10455,NEW YORK,BROOKLYN,510,FULTON STREET,BK,11201,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000350K,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,BROOKLYN,00284,0017,98,ATLANTIC AVENUE,,BKLYN,11201,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000352Y,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,BROOKLYN,00284,0017,104,ATLANTIC AVENUE,,BKLYN,11201,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000353X,09/21/2015,09:40:00,DEPT. OF BUILDINGS,ATLANTIC APTS,,$0.00,BROOKLYN,00284,0017,106,ATLANTIC AVENUE,,BKLYN,11201,NEW YORK,MANHATTAN,19,WEST 21 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000401L,09/21/2015,01:20:00,DEPT. OF BUILDINGS,DUMBO LOFTS RENTAL LLC,,$0.00,BROOKLYN,00051,0001,45,YORK STREET,,BKLYN,11201,NEW YORK,BROOKLYN,45,MAIN STREET,BKLYN,11201,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000416Y,09/21/2015,01:10:00,DEPT. OF BUILDINGS,STARRETT CITY INC,,$0.00,BROOKLYN,04452,0001,20,VANDALIA AVENUE,,BKLYN,11239,NEW YORK,BROOKLYN,1260,CROTON LOOP,BKLYN,11239,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,10/20/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000448Z,09/21/2015,11:45:00,DEPT. OF BUILDINGS,KINGSTON PLACE REALTY CO. LLC,,$0.00,QUEENS,09844,0110,87-50,KINGSTON PLACE,,QN,11432,NEW YORK,MANHATTAN,1,PENN PLAZA,NY,10001,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/19/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000476X,09/21/2015,01:35:00,DEPT. OF BUILDINGS,DORMITORY AUTH,042,$0.00,QUEENS,06517,0001,64-36,KISSENA BOULEVARD,,QN,11367,NEW YORK,QUEENS,63-30,KISSENA BOULEVARD,FLUSHING,11367,NEW YORK,HEARING COMPLETED,IN VIOLATION,QUEENS,11/17/2015,10:30:00,BROOKLYN,10/20/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000013J,09/21/2015,11:05:00,DEPT. OF BUILDINGS,TSUBG TSIN ASSOC. INC.,,$0.00,MANHATTAN,00281,0006,16,EAST BROADWAY,,NY,10002,NEW YORK,MANHATTAN,16,EAST BROADWAY,NY,10002,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/21/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000137L,09/21/2015,04:45:00,DEPT. OF BUILDINGS,SP EAST 65 LLC,,$0.00,MANHATTAN,01439,0030,1189,1 AVENUE,,MH,10065,NEW YORK,MANHATTAN,888,7 AVENUE,NEW YORK,10019,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000011X,09/21/2015,07:30:00,DEPT. OF BUILDINGS,ROYAL ELIZABETH CONDOMINIUM,,$0.00,MANHATTAN,00239,7501,66,ELIZABETH STREET,,NY,10013,NEW YORK,MANHATTAN,7,CHATHAM SQUARE,NY,10038,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000176Y,09/21/2015,05:20:00,DEPT. OF BUILDINGS,OWNER OF 313 9 AVENUE,,$0.00,MANHATTAN,00726,0001,313,9 AVENUE,,MANHATTAN,10001,NEW YORK,MANHATTAN,314,10 AVENUE,NEW YORK,10001,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/22/2015,$800.00,FAILURE TO REGISTER COOLING TOWER; REMEDY: COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000321L,09/21/2015,08:05:00,DEPT. OF BUILDINGS,PARKCHESTER NORTH CONDOMINIUM,,$0.00,BRONX,03944,7501,1511,METROPOLITAN AVENUE,,BX,10462,NEW YORK,BRONX,1970,EAST TREMONT AVENUE,BX,10462,NEW YORK,HEARING COMPLETED,IN VIOLATION,BRONX,11/20/2015,10:30:00,STATEN IS,10/23/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000343M,09/21/2015,02:00:00,DEPT. OF BUILDINGS,DORMITORY CUNY,042,$0.00,BROOKLYN,00128,0026,55,JOHNSON STREET,,BKLYN,11201,NEW YORK,NOT NYC,161,DELAWARE AVENUE,DELMAR,12054,NEW YORK,WRITTEN OFF,POP IN-VIOL,BROOKLYN,11/09/2015,10:30:00,,09/25/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000058N,09/21/2015,12:25:00,DEPT. OF BUILDINGS,300 PARK AVE SO,,$0.00,MANHATTAN,00851,0035,286,PARK AVENUE SOUTH,,NY,10010,NEW YORK,MANHATTAN,15,EAST 26 STREET,NY,10010,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/28/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000062X,09/21/2015,08:40:00,DEPT. OF BUILDINGS,185 MADISON AVE,,$0.00,MANHATTAN,00864,0025,185,MADISON AVENUE,,MAN,10016,NEW YORK,MANHATTAN,185,MADISON AVENUE,NEW YORK,10016,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,10/29/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000121R,09/21/2015,03:50:00,DEPT. OF BUILDINGS,811 5TH AVE CORPORATION,,$0.00,MANHATTAN,01377,0001,811,5 AVENUE,,MH,10065,NEW YORK,MANHATTAN,415,MADISON AVENUE,NEW YORK,10017,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,10/30/2015,10:30:00,MANHATTAN,10/30/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000111N,09/21/2015,03:10:00,DEPT. OF BUILDINGS,BEVARD OWNERS CORP,,$0.00,MANHATTAN,01328,0021,239,EAST 54 STREET,,MANHATTAN,10022,NEW YORK,MANHATTAN,201,EAST 42 STREET,NEW YORK,10017,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/02/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000291J,09/21/2015,08:23:00,DEPT. OF BUILDINGS,OWNER OF 3 HUBERT STREET,,$0.00,MANHATTAN,00214,7503,3,HUBERT STREET,,NY,10013,NEW YORK,MANHATTAN,7,HUBERT STREET,NY,10013,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/02/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000186H,09/21/2015,10:20:00,DEPT. OF BUILDINGS,PARK AVENUE 35 STCORP,,$0.00,MANHATTAN,00890,0001,5,PARK AVENUE,,MANHATTAN,10016,NEW YORK,MANHATTAN,420,LEXINGTON AVENUE,NEW YORK,10017,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/04/2015,10:30:00,MANHATTAN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000188L,09/21/2015,08:15:00,DEPT. OF BUILDINGS,PARK AVE 35ST CORP,,$0.00,MANHATTAN,00890,0001,107,EAST 34 STREET,,MAN,10016,NEW YORK,MANHATTAN,420,LEXINGTON AVENUE,NEW YORK,10017,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/04/2015,10:30:00,MANHATTAN,11/04/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000373N,09/21/2015,12:02:00,DEPT. OF BUILDINGS,BOBOWER YESHIVA BNEI ZION,,$0.00,BROOKLYN,05442,0065,1531,48 STREET,,BROOKLYN,11219,NEW YORK,BROOKLYN,4206,15 AVENUE,BROOKLYN,11219,NEW YORK,HEARING COMPLETED,DISMISSED,BROOKLYN,11/04/2015,10:30:00,BROOKLYN,11/04/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000244R,09/21/2015,01:55:00,DEPT. OF BUILDINGS,BROADWAY MERCER ASSOCIATES,,$0.00,MANHATTAN,00532,0015,663,BROADWAY,,NY,10012,NEW YORK,MANHATTAN,351,EAST 83 STREET,NY,10028,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/05/2015,$800.00,SEC. 287-317.3 FAILURE TO REGISTER COOLING TOWER. REMEDY: COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000211K,09/21/2015,04:25:00,DEPT. OF BUILDINGS,MADISON REAL ESTATE ASSOCIATES,,$0.00,MANHATTAN,00858,0017,22,EAST 29 STREET,,MH,10016,NEW YORK,MANHATTAN,86,MADISON AVENUE,NY,10016,NEW YORK,HEARING COMPLETED,IN VIOLATION,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/05/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY WITH CODE,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000374P,09/21/2015,12:29:00,DEPT. OF BUILDINGS,BETH JACOB TEACHERS SEMINARY O,,$0.00,BROOKLYN,05612,0040,4412,15 AVENUE,,BK,11219,NEW YORK,BROOKLYN,4420,15 AVENUE,BK,11219,NEW YORK,HEARING COMPLETED,IN VIOLATION,BROOKLYN,11/09/2015,10:30:00,,11/05/2015,$800.00,"28-317.3,FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE",,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000184Y,09/21/2015,07:45:00,DEPT. OF BUILDINGS,520 EAST 72 OWNERS CORP,,$0.00,MANHATTAN,01483,0038,517,EAST 71 STREET,,MANHATTAN,10021,NEW YORK,MANHATTAN,4,PARK AVENUE,NEW YORK,10016,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,12/10/2015,08:30:00,MANHATTAN,12/21/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000051K,09/21/2015,02:45:00,DEPT. OF BUILDINGS,"CENTER FOR JEWISH HISTORY,INC",,$0.00,MANHATTAN,00818,0064,22,WEST 17 STREET,,MANHATTAN,10011,NEW YORK,MANHATTAN,15,WEST 16 STREET,NEW YORK,10011,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000207H,09/21/2015,03:20:00,DEPT. OF BUILDINGS,"CENTER FOR JEWISH HISTORY,INC",,$0.00,MANHATTAN,00818,0027,13,WEST 16 STREET,,MANHATTAN,10011,NEW YORK,MANHATTAN,15,WEST 16 STREET,NEW YORK,10011,NEW YORK,HEARING COMPLETED,DISMISSED,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER.REM:COMPLY W CODE.,,,$0.00,$0.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037000078K,09/21/2015,02:45:00,DEPT. OF BUILDINGS,OWNER OF 729 7 AVENUE,,$0.00,MANHATTAN,01001,7501,729,7 AVENUE,,NY,10019,NEW YORK,MANHATTAN,604,5 AVENUE,NY,10020,NEW YORK,PAID IN FULL,STIPULATED,MANHATTAN,11/12/2015,10:30:00,MANHATTAN,11/12/2015,$800.00,28-317.3 FAILURE TO REGISTER COOLING TOWER. RMDY:COMPLY W CODE,05/31/2016,,$800.00,$800.00,$0.00,All Terms Met,,B206,AC 27MISCAC28MISCBCMI,MISCELLANEOUS VIOLATIONS,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
